"","samplingYear","CharacteristicName","AnnualMedian","AnnualMean","AnnualCount","AnnualSD","Annuallower_ci","Annualupper_ci","site","Park"
"1781","2007","Salinity",0.05,0.05,12,NA,NA,NA,"CARU","PRWI"
"1782","2007","Specific conductance",102.15,97.17,7,8.84,89,105.34,"CARU","PRWI"
"1783","2007","Temperature, water",14,14.21,7,4.14,10.38,18.05,"CARU","PRWI"
"1784","2008","Salinity",0.05,0.05,10,0.01,0.04,0.05,"CARU","PRWI"
"1785","2008","Specific conductance",91.88,92.87,10,9.96,85.75,99.99,"CARU","PRWI"
"1786","2008","Temperature, water",16.95,16.38,10,5.56,12.41,20.35,"CARU","PRWI"
"1787","2009","Salinity",0.05,0.05,9,NA,NA,NA,"CARU","PRWI"
"1788","2009","Specific conductance",99.1,96.64,7,6.77,90.38,102.91,"CARU","PRWI"
"1789","2009","Temperature, water",12.2,15.39,7,6.01,9.83,20.94,"CARU","PRWI"
"1790","2010","Salinity",0.05,0.04,11,NA,NA,NA,"CARU","PRWI"
"1791","2010","Specific conductance",100.7,100.62,11,NA,NA,NA,"CARU","PRWI"
"1792","2010","Temperature, water",13.1,14.4,11,NA,NA,NA,"CARU","PRWI"
"1793","2011","Salinity",0.05,0.05,9,0,0.05,0.05,"CARU","PRWI"
"1794","2011","Specific conductance",107.8,106.5,10,8.62,100.33,112.67,"CARU","PRWI"
"1795","2011","Temperature, water",15.8,15.77,9,4.26,12.49,19.04,"CARU","PRWI"
"1796","2012","Salinity",0.05,0.05,11,0.01,0.05,0.06,"CARU","PRWI"
"1797","2012","Specific conductance",108.7,111.67,11,19.96,98.26,125.08,"CARU","PRWI"
"1798","2012","Temperature, water",14.5,14.84,11,5.79,10.95,18.73,"CARU","PRWI"
"1799","2013","Salinity",0.05,0.05,9,0.01,0.04,0.05,"CARU","PRWI"
"1800","2013","Specific conductance",101.1,100.32,9,8.06,94.12,106.52,"CARU","PRWI"
"1801","2013","Temperature, water",15.6,15.89,9,5.61,11.58,20.2,"CARU","PRWI"
"1802","2014","Salinity",0.04,0.04,4,0.01,0.04,0.05,"CARU","PRWI"
"1803","2014","Specific conductance",101.5,97.25,4,14.09,74.83,119.67,"CARU","PRWI"
"1804","2014","Temperature, water",15.8,14.88,4,6.02,5.3,24.45,"CARU","PRWI"
"1805","2015","Salinity",0.04,0.04,4,0.01,0.03,0.06,"CARU","PRWI"
"1806","2015","Specific conductance",88.85,88.1,4,17.39,60.43,115.77,"CARU","PRWI"
"1807","2015","Temperature, water",15.55,14.12,4,6.85,3.22,25.03,"CARU","PRWI"
"1808","2016","Salinity",0.05,0.05,4,0,0.05,0.05,"CARU","PRWI"
"1809","2016","Specific conductance",104.75,104.53,4,4.68,97.08,111.97,"CARU","PRWI"
"1810","2016","Temperature, water",16.5,15.4,4,6.26,5.43,25.37,"CARU","PRWI"
"1811","2017","Salinity",0.05,0.05,6,0.01,0.04,0.05,"CARU","PRWI"
"1812","2017","Specific conductance",102.05,98.92,6,10.18,88.24,109.6,"CARU","PRWI"
"1813","2017","Temperature, water",13,13.82,6,5.95,7.57,20.06,"CARU","PRWI"
"1814","2018","Salinity",0.05,0.05,6,0.01,0.04,0.05,"CARU","PRWI"
"1815","2018","Specific conductance",99.35,98.1,6,4.01,93.89,102.31,"CARU","PRWI"
"1816","2018","Temperature, water",15.4,14.2,6,8.02,5.78,22.62,"CARU","PRWI"
"1817","2019","Salinity",0.05,0.05,6,0,0.04,0.05,"CARU","PRWI"
"1818","2019","Specific conductance",99.2,99.83,6,2.86,96.83,102.84,"CARU","PRWI"
"1819","2019","Temperature, water",17,15.83,6,6.29,9.23,22.44,"CARU","PRWI"
"1820","2020","Salinity",0.05,0.05,6,NA,NA,NA,"CARU","PRWI"
"1821","2020","Specific conductance",98.8,99.83,6,NA,NA,NA,"CARU","PRWI"
"1822","2020","Temperature, water",9.7,11,6,NA,NA,NA,"CARU","PRWI"
"1823","2021","Salinity",0.05,0.05,6,0,0.04,0.05,"CARU","PRWI"
"1824","2021","Specific conductance",99.7,98.73,6,5.23,93.24,104.22,"CARU","PRWI"
"1825","2021","Temperature, water",15.55,15.2,6,6.78,8.09,22.31,"CARU","PRWI"
"1826","2022","Salinity",0.04,0.04,6,0.01,0.04,0.05,"CARU","PRWI"
"1827","2022","Specific conductance",97.75,97.92,6,3.64,94.09,101.74,"CARU","PRWI"
"1828","2022","Temperature, water",13.2,14.43,6,7.08,7,21.86,"CARU","PRWI"
"1829","2023","Salinity",0.04,0.04,4,0.01,0.03,0.05,"CARU","PRWI"
"1830","2023","Specific conductance",94.15,96.8,4,12.99,76.13,117.47,"CARU","PRWI"
"1831","2023","Temperature, water",19.55,17.15,4,8.2,4.1,30.2,"CARU","PRWI"
"1832","2004","Specific conductance",371.3,371.3,1,NA,NA,NA,"CHCK","WOTR"
"1833","2006","Salinity",0.11,0.12,10,0.02,0.1,0.13,"CHCK","WOTR"
"1834","2006","Specific conductance",258,237.84,10,51.55,200.97,274.71,"CHCK","WOTR"
"1835","2006","Temperature, water",16.8,16.18,10,7.11,11.1,21.26,"CHCK","WOTR"
"1836","2007","Salinity",0.15,0.15,21,0.04,0.13,0.17,"CHCK","WOTR"
"1837","2007","Specific conductance",317.5,300.43,21,65.99,270.39,330.47,"CHCK","WOTR"
"1838","2007","Temperature, water",15.6,14.37,21,5.9,11.68,17.05,"CHCK","WOTR"
"1839","2008","Salinity",0.15,0.22,16,0.24,0.09,0.35,"CHCK","WOTR"
"1840","2008","Specific conductance",308.35,447.64,16,474.12,195,700.28,"CHCK","WOTR"
"1841","2008","Temperature, water",15.6,14.08,16,6.41,10.67,17.5,"CHCK","WOTR"
"1842","2009","Salinity",0.15,0.15,17,0.03,0.14,0.17,"CHCK","WOTR"
"1843","2009","Specific conductance",296.6,301.67,15,44.43,277.07,326.28,"CHCK","WOTR"
"1844","2009","Temperature, water",17.15,15.36,16,5.94,12.19,18.52,"CHCK","WOTR"
"1845","2010","Salinity",0.16,0.16,12,0.07,0.12,0.21,"CHCK","WOTR"
"1846","2010","Specific conductance",338.25,351.11,12,131.8,267.37,434.85,"CHCK","WOTR"
"1847","2010","Temperature, water",12.12,12.96,12,7.07,8.47,17.45,"CHCK","WOTR"
"1848","2011","Salinity",0.14,0.17,15,0.11,0.1,0.23,"CHCK","WOTR"
"1849","2011","Specific conductance",287.2,343.23,15,222.31,220.12,466.34,"CHCK","WOTR"
"1850","2011","Temperature, water",14,13.83,15,5.36,10.86,16.79,"CHCK","WOTR"
"1851","2012","Salinity",0.14,0.13,13,0.05,0.11,0.16,"CHCK","WOTR"
"1852","2012","Specific conductance",282,279.25,14,92.46,225.87,332.63,"CHCK","WOTR"
"1853","2012","Temperature, water",17,14.43,13,5.71,10.98,17.88,"CHCK","WOTR"
"1854","2013","Salinity",0.16,0.34,9,0.51,-0.04,0.73,"CHCK","WOTR"
"1855","2013","Specific conductance",327.35,651.28,10,914.28,-2.75,1305.31,"CHCK","WOTR"
"1856","2013","Temperature, water",13.8,14.05,10,6.75,9.22,18.88,"CHCK","WOTR"
"1857","2014","Salinity",0.16,0.19,5,0.08,0.09,0.3,"CHCK","WOTR"
"1858","2014","Specific conductance",334.3,402.68,5,167.3,194.95,610.41,"CHCK","WOTR"
"1859","2014","Temperature, water",15.5,13.22,5,6.67,4.93,21.51,"CHCK","WOTR"
"1860","2015","Salinity",0.21,1.51,4,2.65,-2.71,5.72,"CHCK","WOTR"
"1861","2015","Specific conductance",419.25,2756.7,4,4771.4,-4835.66,10349.06,"CHCK","WOTR"
"1862","2015","Temperature, water",14.15,13.5,4,8.7,-0.34,27.34,"CHCK","WOTR"
"1863","2016","Salinity",0.21,0.22,5,0.04,0.18,0.27,"CHCK","WOTR"
"1864","2016","Specific conductance",430.2,460.94,5,80.87,360.52,561.36,"CHCK","WOTR"
"1865","2016","Temperature, water",17.6,16.3,5,7.18,7.39,25.21,"CHCK","WOTR"
"1866","2017","Salinity",0.21,0.28,6,0.14,0.13,0.42,"CHCK","WOTR"
"1867","2017","Specific conductance",431.9,568.9,6,270.23,285.31,852.49,"CHCK","WOTR"
"1868","2017","Temperature, water",10.1,12.63,6,7.19,5.09,20.18,"CHCK","WOTR"
"1869","2018","Salinity",0.17,0.21,9,0.09,0.14,0.28,"CHCK","WOTR"
"1870","2018","Specific conductance",347.3,427.02,9,179.32,289.19,564.86,"CHCK","WOTR"
"1871","2018","Temperature, water",8.4,12.83,9,6.45,7.87,17.79,"CHCK","WOTR"
"1872","2019","Salinity",0.19,0.19,11,0.09,0.13,0.25,"CHCK","WOTR"
"1873","2019","Specific conductance",397,393.51,11,172.88,277.36,509.65,"CHCK","WOTR"
"1874","2019","Temperature, water",14.2,12.98,11,7.35,8.04,17.92,"CHCK","WOTR"
"1875","2020","Salinity",0.12,0.13,9,NA,NA,NA,"CHCK","WOTR"
"1876","2020","Specific conductance",244.6,264.4,9,NA,NA,NA,"CHCK","WOTR"
"1877","2020","Temperature, water",9.45,10.22,9,NA,NA,NA,"CHCK","WOTR"
"1878","2021","Salinity",0.22,0.31,11,0.25,0.14,0.48,"CHCK","WOTR"
"1879","2021","Specific conductance",451.2,628.89,11,490.04,299.67,958.11,"CHCK","WOTR"
"1880","2021","Temperature, water",15.4,13.68,11,7.13,8.89,18.47,"CHCK","WOTR"
"1881","2022","Salinity",0.21,0.21,10,0.08,0.15,0.26,"CHCK","WOTR"
"1882","2022","Specific conductance",423.1,429.5,10,164.5,311.83,547.17,"CHCK","WOTR"
"1883","2022","Temperature, water",17.7,15.3,10,6.47,10.68,19.92,"CHCK","WOTR"
"1884","2023","Salinity",0.2,0.19,3,0.03,0.12,0.26,"CHCK","WOTR"
"1885","2023","Specific conductance",415.9,396.93,3,58.6,251.36,542.5,"CHCK","WOTR"
"1886","2023","Temperature, water",14.9,15.5,3,5.92,0.79,30.21,"CHCK","WOTR"
"1887","2008","Salinity",0.03,0.03,8,0.01,0.02,0.03,"MARU","PRWI"
"1888","2008","Specific conductance",45.4,45.35,8,4.96,41.2,49.5,"MARU","PRWI"
"1889","2008","Temperature, water",16.4,15.72,8,3.15,13.09,18.36,"MARU","PRWI"
"1890","2009","Salinity",0.02,0.02,10,NA,NA,NA,"MARU","PRWI"
"1891","2009","Specific conductance",50.45,53.59,9,NA,NA,NA,"MARU","PRWI"
"1892","2009","Temperature, water",14.25,13.71,9,NA,NA,NA,"MARU","PRWI"
"1893","2010","Salinity",0.02,0.02,11,0.01,0.01,0.03,"MARU","PRWI"
"1894","2010","Specific conductance",49.4,51.35,11,10.86,44.05,58.64,"MARU","PRWI"
"1895","2010","Temperature, water",11.7,12.69,11,5.15,9.23,16.15,"MARU","PRWI"
"1896","2011","Salinity",0.02,0.02,10,0.01,0.02,0.03,"MARU","PRWI"
"1897","2011","Specific conductance",53.4,53.9,11,7.5,48.86,58.94,"MARU","PRWI"
"1898","2011","Temperature, water",13.8,14.04,10,3.97,11.2,16.88,"MARU","PRWI"
"1899","2012","Salinity",0.02,0.03,11,0.01,0.02,0.03,"MARU","PRWI"
"1900","2012","Specific conductance",53.3,58.95,11,14.93,48.91,68.98,"MARU","PRWI"
"1901","2012","Temperature, water",11.5,12.84,11,4.28,9.96,15.71,"MARU","PRWI"
"1902","2013","Salinity",0.02,0.03,9,0.01,0.02,0.03,"MARU","PRWI"
"1903","2013","Specific conductance",54.4,57.84,9,12.25,48.43,67.26,"MARU","PRWI"
"1904","2013","Temperature, water",12,13.2,9,4.59,9.67,16.73,"MARU","PRWI"
"1905","2014","Salinity",0.03,0.03,4,0.01,0.02,0.03,"MARU","PRWI"
"1906","2014","Specific conductance",49.8,49.92,4,14.7,26.54,73.31,"MARU","PRWI"
"1907","2014","Temperature, water",13.25,13.12,4,4.69,5.66,20.59,"MARU","PRWI"
"1908","2015","Salinity",0.03,0.03,4,0.01,0.01,0.05,"MARU","PRWI"
"1909","2015","Specific conductance",53.6,57.15,4,46.63,-17.04,131.34,"MARU","PRWI"
"1910","2015","Temperature, water",13.55,12.25,4,5.42,3.63,20.87,"MARU","PRWI"
"1911","2016","Salinity",0.03,0.03,4,0.01,0.02,0.03,"MARU","PRWI"
"1912","2016","Specific conductance",56.95,56.23,4,9.16,41.64,70.81,"MARU","PRWI"
"1913","2016","Temperature, water",13.3,12.82,4,4.71,5.34,20.31,"MARU","PRWI"
"1914","2017","Salinity",0.03,0.04,6,0.03,0.01,0.07,"MARU","PRWI"
"1915","2017","Specific conductance",57.8,90.43,6,61.54,25.85,155.02,"MARU","PRWI"
"1916","2017","Temperature, water",10.45,11.27,6,4.86,6.17,16.37,"MARU","PRWI"
"1917","2018","Salinity",0.02,0.03,6,0.02,0.01,0.05,"MARU","PRWI"
"1918","2018","Specific conductance",50.85,63.98,6,30.25,32.24,95.73,"MARU","PRWI"
"1919","2018","Temperature, water",13.4,12.18,6,6.66,5.19,19.17,"MARU","PRWI"
"1920","2019","Salinity",0.03,0.03,6,0.01,0.02,0.04,"MARU","PRWI"
"1921","2019","Specific conductance",63.3,67.23,6,18.76,47.54,86.92,"MARU","PRWI"
"1922","2019","Temperature, water",14,13.08,6,4.73,8.12,18.05,"MARU","PRWI"
"1923","2020","Salinity",0.02,0.02,6,NA,NA,NA,"MARU","PRWI"
"1924","2020","Specific conductance",52.7,56.9,6,NA,NA,NA,"MARU","PRWI"
"1925","2020","Temperature, water",8.8,9.8,6,NA,NA,NA,"MARU","PRWI"
"1926","2021","Salinity",0.04,0.03,6,0.01,0.02,0.04,"MARU","PRWI"
"1927","2021","Specific conductance",78.95,71.33,6,18.63,51.79,90.88,"MARU","PRWI"
"1928","2021","Temperature, water",12.25,12.23,6,4.99,6.99,17.47,"MARU","PRWI"
"1929","2022","Salinity",0.03,0.03,6,0.01,0.02,0.04,"MARU","PRWI"
"1930","2022","Specific conductance",65.1,63.38,6,20.42,41.95,84.81,"MARU","PRWI"
"1931","2022","Temperature, water",11.9,12.03,6,4.51,7.3,16.77,"MARU","PRWI"
"1932","2023","Salinity",0.05,0.05,4,0.02,0.01,0.08,"MARU","PRWI"
"1933","2023","Specific conductance",108.75,106.65,4,47.39,31.24,182.06,"MARU","PRWI"
"1934","2023","Temperature, water",14.8,13.75,4,5.44,5.09,22.41,"MARU","PRWI"
"1935","2007","Salinity",0.29,0.29,3,0,0.29,0.29,"DUOA","ROCR"
"1936","2007","Specific conductance",587.5,588.83,3,3.69,579.68,597.99,"DUOA","ROCR"
"1937","2007","Temperature, water",12.95,13.7,3,4.27,3.08,24.32,"DUOA","ROCR"
"1938","2008","Salinity",0.27,0.27,12,0.03,0.25,0.29,"DUOA","ROCR"
"1939","2008","Specific conductance",557.5,554.41,12,57.21,518.06,590.76,"DUOA","ROCR"
"1940","2008","Temperature, water",11.9,13.08,12,4.98,9.92,16.25,"DUOA","ROCR"
"1941","2009","Salinity",0.3,0.28,10,0.05,0.25,0.32,"DUOA","ROCR"
"1942","2009","Specific conductance",598.7,577.02,10,101.48,504.42,649.62,"DUOA","ROCR"
"1943","2009","Temperature, water",14.5,13.92,10,5.39,10.06,17.78,"DUOA","ROCR"
"1944","2010","Salinity",0.31,0.3,10,0.04,0.28,0.33,"DUOA","ROCR"
"1945","2010","Specific conductance",642,623.75,10,71.5,572.6,674.9,"DUOA","ROCR"
"1946","2010","Temperature, water",13.6,14.6,10,5.68,10.54,18.66,"DUOA","ROCR"
"1947","2011","Salinity",0.31,0.31,11,0.03,0.28,0.33,"DUOA","ROCR"
"1948","2011","Specific conductance",646,626.66,11,68.19,580.85,672.47,"DUOA","ROCR"
"1949","2011","Temperature, water",13.1,14.63,11,5.95,10.63,18.63,"DUOA","ROCR"
"1950","2012","Salinity",0.31,0.3,12,0.07,0.25,0.34,"DUOA","ROCR"
"1951","2012","Specific conductance",637.2,601.26,12,152.4,504.43,698.09,"DUOA","ROCR"
"1952","2012","Temperature, water",14.2,14.03,12,4.98,10.86,17.19,"DUOA","ROCR"
"1953","2013","Salinity",0.32,0.31,10,0.02,0.3,0.33,"DUOA","ROCR"
"1954","2013","Specific conductance",658,643.55,10,37.14,616.98,670.12,"DUOA","ROCR"
"1955","2013","Temperature, water",14.4,14.25,10,4.76,10.85,17.65,"DUOA","ROCR"
"1956","2014","Salinity",0.35,0.34,4,0.09,0.2,0.48,"DUOA","ROCR"
"1957","2014","Specific conductance",689,671.76,5,153.44,481.24,862.28,"DUOA","ROCR"
"1958","2014","Temperature, water",12.75,12.78,4,6.65,2.19,23.36,"DUOA","ROCR"
"1959","2015","Salinity",0.37,0.37,5,0.03,0.34,0.41,"DUOA","ROCR"
"1960","2015","Specific conductance",749,754,5,56.22,684.19,823.81,"DUOA","ROCR"
"1961","2015","Temperature, water",12.5,12,5,6.99,3.32,20.68,"DUOA","ROCR"
"1962","2016","Salinity",0.32,0.32,4,0.03,0.27,0.36,"DUOA","ROCR"
"1963","2016","Specific conductance",661.75,648.78,4,52.71,564.9,732.65,"DUOA","ROCR"
"1964","2016","Temperature, water",16.9,14.3,4,9.75,-1.22,29.82,"DUOA","ROCR"
"1965","2017","Salinity",0.37,0.35,6,0.07,0.28,0.42,"DUOA","ROCR"
"1966","2017","Specific conductance",757,713.95,6,138.91,568.18,859.72,"DUOA","ROCR"
"1967","2017","Temperature, water",11.6,12.6,6,6.92,5.34,19.86,"DUOA","ROCR"
"1968","2018","Salinity",0.38,0.38,6,0.02,0.36,0.4,"DUOA","ROCR"
"1969","2018","Specific conductance",744.5,638.82,6,310.58,312.89,964.76,"DUOA","ROCR"
"1970","2018","Temperature, water",13.45,14.32,6,6.12,7.9,20.74,"DUOA","ROCR"
"1971","2019","Salinity",0.39,0.38,6,0.02,0.36,0.4,"DUOA","ROCR"
"1972","2019","Specific conductance",786,777.83,7,NA,NA,NA,"DUOA","ROCR"
"1973","2019","Temperature, water",13.95,13.82,6,6.53,6.96,20.67,"DUOA","ROCR"
"1974","2020","Salinity",0.37,0.37,6,NA,NA,NA,"DUOA","ROCR"
"1975","2020","Specific conductance",753,749.67,6,NA,NA,NA,"DUOA","ROCR"
"1976","2020","Temperature, water",10.6,11.23,6,NA,NA,NA,"DUOA","ROCR"
"1977","2021","Salinity",0.38,0.38,6,0.02,0.36,0.39,"DUOA","ROCR"
"1978","2021","Specific conductance",761,639.25,6,310.96,312.92,965.58,"DUOA","ROCR"
"1979","2021","Temperature, water",14.65,14.08,6,6.85,6.89,21.27,"DUOA","ROCR"
"1980","2022","Salinity",0.4,0.38,6,0.04,0.34,0.42,"DUOA","ROCR"
"1981","2022","Specific conductance",803,767.17,6,79.86,683.36,850.97,"DUOA","ROCR"
"1982","2022","Temperature, water",15.5,13.4,6,6.19,6.9,19.9,"DUOA","ROCR"
"1983","2023","Salinity",0.36,0.37,3,0.02,0.32,0.43,"DUOA","ROCR"
"1984","2023","Specific conductance",741,757.33,3,40.08,657.77,856.9,"DUOA","ROCR"
"1985","2023","Temperature, water",11.4,12.97,3,6.3,-2.68,28.61,"DUOA","ROCR"
"1986","2004","Specific conductance",259,259,1,NA,NA,NA,"ROC3","ROCR"
"1987","2007","Salinity",0.2,0.2,11,0.01,0.2,0.21,"ROC3","ROCR"
"1988","2007","Specific conductance",433.95,429.57,11,34.4,406.46,452.68,"ROC3","ROCR"
"1989","2007","Temperature, water",11.6,12.47,11,5,9.12,15.83,"ROC3","ROCR"
"1990","2008","Salinity",0.2,0.7,45,NA,NA,NA,"ROC3","ROCR"
"1991","2008","Specific conductance",427.3,444.13,45,NA,NA,NA,"ROC3","ROCR"
"1992","2008","Temperature, water",14,13.25,44,NA,NA,NA,"ROC3","ROCR"
"1993","2009","Salinity",0.2,0.22,45,0.11,0.19,0.25,"ROC3","ROCR"
"1994","2009","Specific conductance",402,443.03,45,209.82,380,506.07,"ROC3","ROCR"
"1995","2009","Temperature, water",18,14.86,45,8.29,12.37,17.35,"ROC3","ROCR"
"1996","2010","Salinity",0.21,0.21,42,0.04,0.2,0.22,"ROC3","ROCR"
"1997","2010","Specific conductance",430,442.76,43,90.13,415.02,470.5,"ROC3","ROCR"
"1998","2010","Temperature, water",20.6,18.67,43,6.02,16.82,20.53,"ROC3","ROCR"
"1999","2011","Salinity",0.2,0.23,41,0.08,0.2,0.25,"ROC3","ROCR"
"2000","2011","Specific conductance",417,472.83,41,153.72,424.31,521.35,"ROC3","ROCR"
"2001","2011","Temperature, water",12.8,14.15,41,7.86,11.66,16.63,"ROC3","ROCR"
"2002","2012","Salinity",0.21,0.28,71,0.2,0.23,0.33,"ROC3","ROCR"
"2003","2012","Specific conductance",433.1,565.08,71,391.69,472.37,657.79,"ROC3","ROCR"
"2004","2012","Temperature, water",15.9,14.62,71,6.65,13.05,16.19,"ROC3","ROCR"
"2005","2013","Salinity",0.22,0.23,50,0.08,0.21,0.26,"ROC3","ROCR"
"2006","2013","Specific conductance",467.5,467.37,50,109.23,436.32,498.41,"ROC3","ROCR"
"2007","2013","Temperature, water",16.9,16.57,50,5.88,14.9,18.25,"ROC3","ROCR"
"2008","2014","Salinity",0.24,0.27,34,0.12,0.23,0.31,"ROC3","ROCR"
"2009","2014","Specific conductance",503.05,557.96,34,243.42,473.03,642.89,"ROC3","ROCR"
"2010","2014","Temperature, water",18.75,17.01,34,5.81,14.98,19.04,"ROC3","ROCR"
"2011","2015","Salinity",0.3,0.37,26,0.11,0.32,0.41,"ROC3","ROCR"
"2012","2015","Specific conductance",625.5,749.49,26,216.67,661.97,837.01,"ROC3","ROCR"
"2013","2015","Temperature, water",14.25,14.2,26,8.36,10.83,17.57,"ROC3","ROCR"
"2014","2016","Salinity",0.3,0.26,20,0.06,0.23,0.29,"ROC3","ROCR"
"2015","2016","Specific conductance",606,533.61,20,114.16,480.18,587.04,"ROC3","ROCR"
"2016","2016","Temperature, water",19,20.12,20,6.61,17.03,23.22,"ROC3","ROCR"
"2017","2017","Salinity",0.29,0.31,33,0.09,0.27,0.34,"ROC3","ROCR"
"2018","2017","Specific conductance",599.7,630.44,33,179.3,566.86,694.02,"ROC3","ROCR"
"2019","2017","Temperature, water",8.1,11.57,33,7.12,9.04,14.09,"ROC3","ROCR"
"2020","2018","Salinity",0.24,0.25,40,NA,NA,NA,"ROC3","ROCR"
"2021","2018","Specific conductance",498.2,507.55,40,NA,NA,NA,"ROC3","ROCR"
"2022","2018","Temperature, water",20,17.71,40,NA,NA,NA,"ROC3","ROCR"
"2023","2019","Salinity",0.24,0.26,40,NA,NA,NA,"ROC3","ROCR"
"2024","2019","Specific conductance",501,540.02,40,NA,NA,NA,"ROC3","ROCR"
"2025","2019","Temperature, water",15.6,14.62,40,NA,NA,NA,"ROC3","ROCR"
"2026","2020","Salinity",0.23,0.25,21,NA,NA,NA,"ROC3","ROCR"
"2027","2020","Specific conductance",473.2,519.59,21,NA,NA,NA,"ROC3","ROCR"
"2028","2020","Temperature, water",8.2,9.36,21,NA,NA,NA,"ROC3","ROCR"
"2029","2021","Salinity",0.3,0.33,38,0.2,0.26,0.39,"ROC3","ROCR"
"2030","2021","Specific conductance",618,669.75,38,386.17,542.82,796.68,"ROC3","ROCR"
"2031","2021","Temperature, water",16.4,15.32,38,8.22,12.61,18.02,"ROC3","ROCR"
"2032","2022","Salinity",0.26,0.29,35,0.07,0.26,0.31,"ROC3","ROCR"
"2033","2022","Specific conductance",530,594.34,35,148.25,543.42,645.27,"ROC3","ROCR"
"2034","2022","Temperature, water",15.7,13.88,35,7.64,11.26,16.51,"ROC3","ROCR"
"2035","2023","Salinity",0.19,0.2,17,0.04,0.18,0.22,"ROC3","ROCR"
"2036","2023","Specific conductance",384.8,410.88,17,88.45,365.41,456.36,"ROC3","ROCR"
"2037","2023","Temperature, water",14.6,14.56,17,6.95,10.99,18.14,"ROC3","ROCR"
"2038","2007","Salinity",0.32,0.32,4,0.02,0.29,0.34,"NOST","ROCR"
"2039","2007","Specific conductance",644.25,656.75,4,30.15,608.78,704.72,"NOST","ROCR"
"2040","2007","Temperature, water",13.3,13.9,4,4.1,7.38,20.42,"NOST","ROCR"
"2041","2008","Salinity",0.3,0.3,14,0.03,0.28,0.32,"NOST","ROCR"
"2042","2008","Specific conductance",625.75,609.61,14,70.68,568.8,650.41,"NOST","ROCR"
"2043","2008","Temperature, water",13.55,14.19,14,5.05,11.27,17.11,"NOST","ROCR"
"2044","2009","Salinity",0.33,0.3,10,0.08,0.24,0.35,"NOST","ROCR"
"2045","2009","Specific conductance",673.5,613.03,10,152.89,503.66,722.4,"NOST","ROCR"
"2046","2009","Temperature, water",14.7,13.81,10,5.27,10.04,17.58,"NOST","ROCR"
"2047","2010","Salinity",0.36,0.34,12,0.05,0.3,0.37,"NOST","ROCR"
"2048","2010","Specific conductance",713.75,690.94,12,103.92,624.91,756.97,"NOST","ROCR"
"2049","2010","Temperature, water",12.95,14.43,12,5.4,11,17.86,"NOST","ROCR"
"2050","2011","Salinity",0.35,0.35,17,0.05,0.33,0.37,"NOST","ROCR"
"2051","2011","Specific conductance",714,714.78,17,89.07,668.99,760.58,"NOST","ROCR"
"2052","2011","Temperature, water",17.1,16.16,17,5.62,13.27,19.05,"NOST","ROCR"
"2053","2012","Salinity",0.35,0.35,11,0.14,0.26,0.45,"NOST","ROCR"
"2054","2012","Specific conductance",722,723.65,11,269,542.94,904.37,"NOST","ROCR"
"2055","2012","Temperature, water",13.6,14.17,11,5.23,10.66,17.68,"NOST","ROCR"
"2056","2013","Salinity",0.36,0.35,9,0.02,0.33,0.37,"NOST","ROCR"
"2057","2013","Specific conductance",726,709.88,9,44.14,675.95,743.8,"NOST","ROCR"
"2058","2013","Temperature, water",14.5,14.2,9,5.05,10.31,18.09,"NOST","ROCR"
"2059","2014","Salinity",0.36,0.32,6,0.14,0.17,0.47,"NOST","ROCR"
"2060","2014","Specific conductance",726,600.11,7,291.9,330.15,870.07,"NOST","ROCR"
"2061","2014","Temperature, water",12.8,12.83,6,5.08,7.5,18.17,"NOST","ROCR"
"2062","2015","Salinity",0.4,0.4,4,0.03,0.35,0.46,"NOST","ROCR"
"2063","2015","Specific conductance",805,818.25,4,69.23,708.09,928.41,"NOST","ROCR"
"2064","2015","Temperature, water",14.9,14.35,4,6.98,3.24,25.46,"NOST","ROCR"
"2065","2016","Salinity",0.39,0.39,4,0.02,0.36,0.42,"NOST","ROCR"
"2066","2016","Specific conductance",797.5,799.9,4,33.48,746.63,853.17,"NOST","ROCR"
"2067","2016","Temperature, water",20.85,16.38,4,10.97,-1.09,33.84,"NOST","ROCR"
"2068","2017","Salinity",0.39,0.34,6,NA,NA,NA,"NOST","ROCR"
"2069","2017","Specific conductance",782,697.62,6,NA,NA,NA,"NOST","ROCR"
"2070","2017","Temperature, water",8.4,12.3,6,NA,NA,NA,"NOST","ROCR"
"2071","2018","Salinity",0.39,0.36,10,NA,NA,NA,"NOST","ROCR"
"2072","2018","Specific conductance",798.5,743.7,10,95.26,675.56,811.84,"NOST","ROCR"
"2073","2018","Temperature, water",14.15,14.45,10,5.69,10.38,18.52,"NOST","ROCR"
"2074","2019","Salinity",0.4,0.4,7,0.03,0.37,0.42,"NOST","ROCR"
"2075","2019","Specific conductance",808,802,8,NA,NA,NA,"NOST","ROCR"
"2076","2019","Temperature, water",13.9,13.93,7,5.85,8.52,19.34,"NOST","ROCR"
"2077","2020","Salinity",0.38,0.37,6,NA,NA,NA,"NOST","ROCR"
"2078","2020","Specific conductance",770,755.33,6,NA,NA,NA,"NOST","ROCR"
"2079","2020","Temperature, water",11,11.43,6,NA,NA,NA,"NOST","ROCR"
"2080","2021","Salinity",0.4,0.44,6,0.11,0.32,0.56,"NOST","ROCR"
"2081","2021","Specific conductance",804.5,884.33,6,219.44,654.05,1114.62,"NOST","ROCR"
"2082","2021","Temperature, water",15.5,14.52,6,6.86,7.32,21.72,"NOST","ROCR"
